Customer ID,Customer_Name,Region,Segment,Recency,Frequency,Monetary,Total_Profit,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment,KMeans_Cluster
MC-17845,Michael Chen,South,Consumer,2,7,3805.714,698.4174,5,4,4,544,13,Champions,2
MC-18100,Mick Crebagga,Central,Consumer,42,10,2218.98,-64.1668,4,5,3,453,12,Clients Fidèles,2
MC-18130,Mike Caudle,South,Corporate,370,5,1581.9979999999998,121.7565,1,2,2,122,5,À Risque,1
MD-17350,Maribeth Dona,South,Consumer,118,7,3766.382,-241.94999999999996,2,4,4,244,10,À Risque,2
MD-17860,Michael Dominguez,Central,Corporate,37,5,1204.91,-4.040300000000002,4,2,2,422,8,Potentiel Élevé,4
ME-17320,Maria Etezadi,South,Home Office,43,10,10663.728000000001,1859.4695,4,5,5,455,14,Champions,0
ME-17725,Max Engle,West,Consumer,29,8,1908.4532,77.81280000000001,4,4,3,443,11,Clients Fidèles,2
ME-18010,Michelle Ellison,West,Corporate,93,4,1256.944,107.3604,3,2,2,322,7,Potentiel Élevé,4
MF-17665,Maureen Fritzler,East,Corporate,422,5,937.039,-341.52650000000006,1,2,1,121,4,À Risque,1
MF-18250,Monica Federle,West,Corporate,8,5,1758.3,456.86080000000004,5,2,3,523,10,Potentiel Élevé,4
MG-17650,Matthew Grinstein,East,Home Office,30,7,3785.276,341.898,4,4,4,444,12,Champions,2
MG-17680,Maureen Gastineau,East,Home Office,93,4,2350.188,25.888599999999972,3,2,3,323,8,Potentiel Élevé,4
MG-17695,Maureen Gnade,East,Consumer,556,3,1342.282,-398.79319999999996,1,1,2,112,4,Perdus,3
MG-17875,Michael Grace,East,Home Office,117,5,1242.8329999999999,-470.7684,2,2,2,222,6,À Risque,4
MG-17890,Michael Granlund,East,Home Office,100,9,776.384,171.7372,3,5,1,351,9,Potentiel Élevé,2
MG-18145,Mike Gockenbach,East,Consumer,85,4,3061.543,-93.603,3,2,4,324,9,Potentiel Élevé,4
MG-18205,Mitch Gastineau,South,Corporate,265,1,16.739,-1.2453,1,1,1,111,3,Perdus,1
MH-17290,Marc Harrigan,West,Home Office,120,6,2394.025,28.761200000000038,2,3,3,233,8,À Risque,4
MH-17440,Mark Haberlin,East,Corporate,377,4,400.016,61.428599999999996,1,2,1,121,4,À Risque,1
MH-17455,Mark Hamilton,South,Consumer,86,8,2456.1820000000002,484.77330000000006,3,4,3,343,10,Clients Fidèles,2
MH-17620,Matt Hagelstein,West,Corporate,156,4,1252.8,122.3612,2,2,2,222,6,À Risque,4
MH-17785,Maya Herman,East,Corporate,99,7,2203.7780000000002,238.5614,3,4,3,343,10,Clients Fidèles,2
MH-18025,Michelle Huthwaite,West,Consumer,50,5,2984.948,476.9032,4,2,4,424,10,Potentiel Élevé,4
MH-18115,Mick Hernandez,East,Home Office,6,9,5503.093,170.9746,5,5,5,555,15,Champions,2
MJ-17740,Max Jones,West,Consumer,23,7,6320.746,1054.5529000000001,5,4,5,545,14,Champions,0
MK-17905,Michael Kennedy,East,Corporate,29,8,2302.368,-405.3559,4,4,3,443,11,Clients Fidèles,2
MK-18160,Mike Kennedy,South,Consumer,241,4,1031.602,227.83380000000002,1,2,2,122,5,À Risque,1
ML-17395,Marina Lichtenstein,West,Corporate,70,9,2722.843,684.9162,3,5,3,353,11,Clients Fidèles,2
ML-17410,Maris LaWare,East,Consumer,55,6,2921.5,-76.17550000000003,3,3,4,334,10,Clients Fidèles,4
ML-17755,Max Ludwig,South,Home Office,30,7,2071.9139999999998,409.51120000000003,4,4,3,443,11,Clients Fidèles,2
ML-18040,Michelle Lonsdale,West,Corporate,80,3,742.082,138.71620000000001,3,1,1,311,5,Perdus,4
ML-18265,Muhammed Lee,West,Consumer,101,2,162.232,42.6648,3,1,1,311,5,Perdus,4
MM-17260,Magdelene Morse,East,Consumer,169,4,1314.023,178.402,2,2,2,222,6,À Risque,4
MM-17920,Michael Moore,West,Consumer,8,11,3794.0800000000004,82.12499999999997,5,5,4,554,14,Champions,2
MM-18055,Michelle Moray,West,Consumer,62,8,2749.881,-520.3443,3,4,3,343,10,Clients Fidèles,2
MM-18280,Muhammed MacIntyre,Central,Corporate,86,9,775.414,58.8916,3,5,1,351,9,Potentiel Élevé,2
MN-17935,Michael Nguyen,Central,Consumer,35,6,2477.946,290.8227,4,3,3,433,10,Clients Fidèles,4
MO-17500,Mary O'Rourke,East,Consumer,73,4,922.487,59.357699999999994,3,2,1,321,6,Potentiel Élevé,4
MO-17800,Meg O'Connel,East,Home Office,105,8,1687.0269999999998,169.34369999999998,2,4,2,242,8,À Risque,2
MO-17950,Michael Oakman,Central,Consumer,181,2,154.288,-82.0074,2,1,1,211,4,Perdus,4
MP-17470,Mark Packer,East,Home Office,720,7,3206.132,600.2873,1,4,4,144,9,À Risque,3
MP-17965,Michael Paige,East,Corporate,73,9,3983.6420000000003,638.1563,3,5,4,354,12,Clients Fidèles,2
MP-18175,Mike Pelletier,West,Home Office,17,9,5087.92,226.4529,5,5,5,555,15,Champions,2
MR-17545,Mathew Reese,East,Home Office,126,4,639.178,162.9363,2,2,1,221,5,À Risque,4
MS-17365,Maribeth Schnelling,Central,Consumer,274,10,7443.6900000000005,844.9354999999998,1,5,5,155,11,À Risque,0
MS-17530,MaryBeth Skach,West,Consumer,435,4,475.65599999999995,84.0268,1,2,1,121,4,À Risque,1
MS-17710,Maurice Satty,West,Consumer,414,6,1613.402,247.4348,1,3,2,132,6,À Risque,1
MS-17770,Maxwell Schwartz,East,Consumer,122,9,3144.678,280.85839999999996,2,5,4,254,11,À Risque,2
MS-17830,Melanie Seite,Central,Consumer,453,4,370.348,19.431199999999997,1,2,1,121,4,À Risque,1
MS-17980,Michael Stewart,Central,Corporate,27,6,855.116,55.226,5,3,1,531,9,Potentiel Élevé,4
MT-17815,Meg Tillman,West,Consumer,50,6,2890.139,509.0068,4,3,4,434,11,Clients Fidèles,4
MT-18070,Michelle Tran,West,Home Office,204,4,1319.4498,-23.676300000000005,2,2,2,222,6,À Risque,4
MV-17485,Mark Van Huff,South,Consumer,28,9,1560.05,189.0258,4,5,2,452,11,Potentiel Élevé,2
MV-18190,Mike Vittorini,East,Consumer,20,7,1734.574,273.8582,5,4,2,542,11,Potentiel Élevé,2
MW-18220,Mitch Webber,East,Consumer,18,7,5341.900000000001,1238.422,5,4,5,545,14,Champions,2
MW-18235,Mitch Willingham,South,Corporate,45,2,5253.876,1665.516,4,1,5,415,10,Potentiel Élevé,4
MY-17380,Maribeth Yedwab,West,Corporate,30,7,2254.285,319.1211,4,4,3,443,11,Clients Fidèles,2
MY-18295,Muhammed Yedwab,Central,Corporate,72,11,4152.696,-371.7111,3,5,4,354,12,Clients Fidèles,2
MZ-17335,Maria Zettner,West,Home Office,31,4,593.606,85.01910000000001,4,2,1,421,7,Potentiel Élevé,4
MZ-17515,Mary Zewe,West,Corporate,283,6,2564.906,787.7503,1,3,3,133,7,À Risque,1
NB-18580,Nicole Brennan,East,Corporate,1166,2,273.87199999999996,24.788800000000002,1,1,1,111,3,Perdus,3
NB-18655,Nona Balk,Central,Corporate,20,9,1972.599,117.6429,5,5,3,553,13,Clients Fidèles,2
NC-18340,Nat Carroll,Central,Consumer,225,5,2461.404,580.3075,2,2,3,223,7,À Risque,1
NC-18415,Nathan Cano,South,Consumer,42,6,2218.9900000000002,-2204.8072,4,3,3,433,10,Clients Fidèles,4
NC-18535,Nick Crebassa,Central,Corporate,7,7,8241.739,1314.758,5,4,5,545,14,Champions,0
NC-18625,Noah Childs,West,Corporate,205,5,1821.742,-359.02099999999996,2,2,3,223,7,À Risque,4
ND-18370,Natalie DeCherney,South,Consumer,28,9,4326.139,353.64549999999997,4,5,5,455,14,Champions,2
ND-18460,Neil Ducich,South,Corporate,184,6,2893.455,443.33680000000004,2,3,4,234,9,À Risque,4
NF-18385,Natalie Fritzler,South,Consumer,80,7,8322.826,-1695.9714,3,4,5,345,12,Clients Fidèles,0
NF-18475,Neil Französisch,Central,Home Office,526,4,377.16200000000003,85.92779999999999,1,2,1,121,4,À Risque,1
NF-18595,Nicole Fjeld,East,Home Office,115,7,2031.472,388.2131,2,4,3,243,9,À Risque,2
NG-18355,Nat Gilpin,East,Corporate,49,5,1869.58,313.63349999999997,4,2,3,423,9,Potentiel Élevé,4
NG-18430,Nathan Gelder,East,Consumer,49,5,1395.9379999999999,217.0893,4,2,2,422,8,Potentiel Élevé,4
NH-18610,Nicole Hansen,Central,Corporate,190,7,2673.29,760.1666,2,4,3,243,9,À Risque,2
NK-18490,Neil Knudson,West,Home Office,71,7,572.048,121.2177,3,4,1,341,8,Potentiel Élevé,4
NL-18310,Nancy Lomonaco,West,Home Office,59,4,1418.0900000000001,343.6381,3,2,2,322,7,Potentiel Élevé,4
NM-18445,Nathan Mautz,East,Home Office,161,7,6459.344,2751.6848999999997,2,4,5,245,11,À Risque,0
NM-18520,Neoma Murray,West,Consumer,245,10,2161.979,788.9525000000001,1,5,3,153,9,À Risque,2
NP-18325,Naresj Patel,South,Consumer,26,6,5529.62,1208.8890000000001,5,3,5,535,13,Clients Fidèles,2
NP-18670,Nora Paige,Central,Consumer,59,5,3908.402,514.6002,3,2,4,324,9,Potentiel Élevé,4
NP-18685,Nora Pelletier,East,Home Office,407,6,1228.698,514.5017,1,3,2,132,6,À Risque,1
NP-18700,Nora Preis,West,Consumer,139,7,7903.1825,631.2282,2,4,5,245,11,À Risque,0
NR-18550,Nick Radford,Central,Consumer,211,5,2367.277,-25.148799999999966,2,2,3,223,7,À Risque,4
NS-18505,Neola Schneider,Central,Consumer,7,4,2575.863,-12.303999999999997,5,2,3,523,10,Potentiel Élevé,4
NS-18640,Noel Staavos,Central,Corporate,175,13,2964.823,-234.7714,2,5,4,254,11,À Risque,2
NW-18400,Natalie Webber,West,Consumer,173,7,7234.014,1023.123,2,4,5,245,11,À Risque,0
NZ-18565,Nick Zandusky,East,Home Office,86,9,2488.31,402.4236,3,5,3,353,11,Clients Fidèles,2
ON-18715,Odella Nelson,Central,Corporate,411,9,1567.52,-5.88900000000001,1,5,2,152,8,À Risque,1
OT-18730,Olvera Toch,West,Consumer,66,5,3818.624,-925.1203,3,2,4,324,9,Potentiel Élevé,4
PA-19060,Pete Armstrong,Central,Home Office,104,6,729.408,225.8588,3,3,1,331,7,Potentiel Élevé,4
PB-18805,Patrick Bzostek,West,Home Office,26,3,740.356,229.2257,5,1,1,511,7,Perdus,4
PB-19105,Peter Bühler,Central,Consumer,58,4,688.324,218.15970000000002,3,2,1,321,6,Potentiel Élevé,4
PB-19150,Philip Brown,West,Consumer,98,8,1456.95,280.6606,3,4,2,342,9,Potentiel Élevé,2
PB-19210,Phillip Breyer,Central,Corporate,689,2,132.738,21.897000000000002,1,1,1,111,3,Perdus,3
PC-18745,Pamela Coakley,West,Corporate,3,4,1832.064,272.685,5,2,3,523,10,Potentiel Élevé,4
PC-19000,Pauline Chand,West,Home Office,883,2,1061.488,-184.3364,1,1,2,112,4,Perdus,3
PF-19120,Peter Fuller,West,Consumer,836,4,9062.864,-614.2943000000001,1,2,5,125,8,À Risque,3
PF-19165,Philip Fox,Central,Consumer,197,6,2770.0,196.87389999999996,2,3,4,234,9,À Risque,4
PF-19225,Phillip Flathmann,West,Consumer,115,5,2206.1279999999997,591.3118000000001,2,2,3,223,7,À Risque,4
PG-18820,Patrick Gardner,West,Consumer,37,13,3086.907,137.46130000000002,4,5,4,454,13,Champions,2
PG-18895,Paul Gonzalez,Central,Consumer,58,9,1987.164,334.5163,3,5,3,353,11,Clients Fidèles,2
PH-18790,Patricia Hirasaki,South,Home Office,71,1,729.648,47.8878,3,1,1,311,5,Perdus,4
PJ-18835,Patrick Jones,South,Corporate,40,8,1220.09,442.1355,4,4,2,442,10,Potentiel Élevé,2
PJ-19015,Pauline Johnson,West,Consumer,135,7,1824.2340000000002,682.9979000000001,2,4,3,243,9,À Risque,2
PK-18910,Paul Knutson,East,Home Office,484,2,1441.152,-798.705,1,1,2,112,4,Perdus,1
PK-19075,Pete Kriz,Central,Consumer,10,12,8646.934,2038.2676000000001,5,5,5,555,15,Champions,0
PL-18925,Paul Lucas,Central,Home Office,16,5,239.481,-0.7527000000000026,5,2,1,521,8,Potentiel Élevé,4
PM-18940,Paul MacIntyre,Central,Consumer,387,3,1405.402,157.8768,1,1,2,112,4,Perdus,1
PM-19135,Peter McVee,Central,Home Office,52,4,4115.662,526.7537,4,2,4,424,10,Potentiel Élevé,4
PN-18775,Parhena Norris,East,Home Office,31,8,1467.152,192.0396,4,4,2,442,10,Potentiel Élevé,2
PO-18850,Patrick O'Brill,East,Consumer,5,11,7473.8282,38.47569999999996,5,5,5,555,15,Champions,0
PO-18865,Patrick O'Donnell,Central,Consumer,1,7,2493.214,437.8533,5,4,3,543,12,Clients Fidèles,2
PO-19180,Philisse Overcash,Central,Home Office,161,9,4893.043,1155.4331,2,5,5,255,12,À Risque,2
PO-19195,Phillina Ober,Central,Home Office,87,5,1056.858,-49.70089999999999,3,2,2,322,7,Potentiel Élevé,4
PP-18955,Paul Prost,South,Home Office,98,10,7252.608,1495.0854,3,5,5,355,13,Clients Fidèles,0
PR-18880,Patrick Ryan,West,Consumer,37,5,1840.178,247.6226,4,2,3,423,9,Potentiel Élevé,4
PS-18760,Pamela Stobb,West,Consumer,108,6,2181.479,-134.441,2,3,3,233,8,À Risque,4
PS-18970,Paul Stevenson,Central,Home Office,70,8,1278.639,198.5099,3,4,2,342,9,Potentiel Élevé,2
PS-19045,Penelope Sewall,South,Home Office,237,7,6843.634,1742.7296999999999,1,4,5,145,10,À Risque,0
PT-19090,Pete Takahito,Central,Consumer,72,4,160.572,-20.0508,3,2,1,321,6,Potentiel Élevé,4
PV-18985,Paul Van Hugh,West,Home Office,90,5,2876.046,434.52840000000003,3,2,4,324,9,Potentiel Élevé,4
PW-19030,Pauline Webber,South,Corporate,47,10,3454.916,803.8169,4,5,4,454,13,Champions,2
PW-19240,Pierre Wener,West,Consumer,465,7,3922.4150000000004,1290.354,1,4,4,144,9,À Risque,1
QJ-19255,Quincy Jones,Central,Corporate,26,9,6108.338,1203.6768,5,5,5,555,15,Champions,2
RA-19285,Ralph Arnett,East,Consumer,6,9,2617.906,546.0882,5,5,3,553,13,Clients Fidèles,2
RA-19885,Ruben Ausman,West,Corporate,44,7,3832.314,1292.8656,4,4,4,444,12,Champions,2
RA-19915,Russell Applegate,Central,Consumer,13,9,4793.543,304.8673,5,5,5,555,15,Champions,2
RA-19945,Ryan Akin,West,Consumer,62,5,1686.9225,-445.695,3,2,2,322,7,Potentiel Élevé,4
RB-19330,Randy Bradley,East,Consumer,69,2,1008.1959999999999,-164.40619999999998,3,1,2,312,6,Perdus,4
RB-19360,Raymond Buch,East,Consumer,97,6,15117.339,6976.0959,3,3,5,335,11,Clients Fidèles,0
RB-19435,Richard Bierner,Central,Consumer,20,8,2663.0860000000002,477.23990000000003,5,4,3,543,12,Clients Fidèles,2
RB-19465,Rick Bensley,Central,Home Office,10,12,4715.466,640.5466,5,5,5,555,15,Champions,2
RB-19570,Rob Beeghly,Central,Consumer,26,5,528.546,76.8879,5,2,1,521,8,Potentiel Élevé,4
RB-19645,Robert Barroso,West,Corporate,649,5,221.084,72.679,1,2,1,121,4,À Risque,3
RB-19705,Roger Barcio,West,Home Office,55,4,2067.45,243.07549999999998,3,2,3,323,8,Potentiel Élevé,4
RB-19795,Ross Baird,South,Home Office,33,8,5633.316000000001,-461.73319999999995,4,4,5,445,13,Champions,2
RC-19825,Roy Collins,Central,Consumer,370,6,966.409,63.991400000000006,1,3,2,132,6,À Risque,1
RC-19960,Ryan Crowe,East,Consumer,111,6,885.752,10.563300000000002,2,3,1,231,6,À Risque,4
RD-19480,Rick Duston,West,Consumer,73,8,4272.93,480.594,3,4,4,344,11,Clients Fidèles,2
RD-19585,Rob Dowd,South,Consumer,181,10,2912.8940000000002,734.5158,2,5,4,254,11,À Risque,2
RD-19660,Robert Dilbeck,Central,Home Office,115,5,2786.632,835.772,2,2,4,224,8,À Risque,4
RD-19720,Roger Demir,South,Consumer,22,10,1419.737,207.3304,5,5,2,552,12,Potentiel Élevé,2
RD-19810,Ross DeVincentis,West,Home Office,15,8,1137.616,318.4625,5,4,2,542,11,Potentiel Élevé,2
RD-19900,Ruben Dartt,West,Consumer,115,9,3133.924,455.5292,2,5,4,254,11,À Risque,2
RD-19930,Russell D'Ascenzo,Central,Consumer,43,4,970.9420000000001,35.05740000000001,4,2,2,422,8,Potentiel Élevé,4
RE-19405,Ricardo Emerson,East,Consumer,1098,1,48.36,6.045,1,1,1,111,3,Perdus,3
RE-19450,Richard Eichhorn,Central,Consumer,303,5,876.696,209.2294,1,2,1,121,4,À Risque,1
RF-19345,Randy Ferguson,East,Corporate,391,8,3309.15,633.7072000000001,1,4,4,144,9,À Risque,1
RF-19735,Roland Fjeld,Central,Consumer,90,7,2341.2960000000003,711.6168,3,4,3,343,10,Clients Fidèles,2
RF-19840,Roy Französisch,East,Consumer,7,8,945.222,280.0261,5,4,1,541,10,Potentiel Élevé,2
RH-19495,Rick Hansen,Central,Consumer,33,5,3621.3759999999997,563.7877,4,2,4,424,10,Potentiel Élevé,4
RH-19510,Rick Huthwaite,East,Home Office,468,6,6979.18,1289.4535,1,3,5,135,9,À Risque,1
RH-19555,Ritsa Hightower,South,Consumer,520,2,740.382,0.30570000000000164,1,1,1,111,3,Perdus,3
RH-19600,Rob Haberlin,South,Consumer,535,3,2085.7400000000002,172.6261,1,1,3,113,5,Perdus,3
RK-19300,Ralph Kennedy,East,Consumer,120,3,1460.192,269.688,2,1,2,212,5,Perdus,4
RL-19615,Rob Lucas,South,Consumer,122,8,6234.91,488.14840000000004,2,4,5,245,11,À Risque,0
RM-19375,Raymond Messe,Central,Consumer,346,6,1453.474,392.1499,1,3,2,132,6,À Risque,1
RM-19675,Robert Marley,South,Home Office,7,5,5979.0960000000005,1902.5438000000001,5,2,5,525,12,Potentiel Élevé,4
RM-19750,Roland Murray,East,Consumer,300,1,98.35,28.6879,1,1,1,111,3,Perdus,1
RO-19780,Rose O'Brian,South,Consumer,36,7,3815.478,-1262.5716000000002,4,4,4,444,12,Champions,2
RP-19270,Rachel Payne,West,Corporate,497,4,954.6452,59.538399999999996,1,2,1,121,4,À Risque,1
RP-19390,Resi Pölking,East,Consumer,34,12,5153.084,465.25030000000015,4,5,5,455,14,Champions,2
RP-19855,Roy Phan,Central,Corporate,29,8,2170.716,594.5868,4,4,3,443,11,Clients Fidèles,2
RR-19315,Ralph Ritter,West,Consumer,20,2,615.932,-73.835,5,1,1,511,7,Perdus,4
RR-19525,Rick Reed,East,Corporate,171,6,3302.2619999999997,721.6826,2,3,4,234,9,À Risque,4
RS-19420,Ricardo Sperren,West,Corporate,77,5,3221.29,633.4513999999999,3,2,4,324,9,Potentiel Élevé,4
RS-19765,Roland Schwarz,East,Corporate,37,8,4159.7699999999995,1206.3851,4,4,4,444,12,Champions,2
RS-19870,Roy Skaria,Central,Home Office,20,2,22.328,9.5838,5,1,1,511,7,Perdus,4
RW-19540,Rick Wilson,West,Corporate,121,7,7397.401,1586.6273,2,4,5,245,11,À Risque,0
RW-19630,Rob Williams,Central,Corporate,90,9,3279.746,698.8325,3,5,4,354,12,Clients Fidèles,2
RW-19690,Robert Waldorf,South,Consumer,80,5,3495.646,707.5503,3,2,4,324,9,Potentiel Élevé,4
SA-20830,Sue Ann Reed,Central,Consumer,64,10,4767.3415,610.1496000000001,3,5,5,355,13,Clients Fidèles,2
SB-20170,Sarah Bern,East,Consumer,202,3,1348.02,157.6658,2,1,2,212,5,Perdus,4
SB-20185,Sarah Brown,East,Consumer,189,6,6410.996,885.4623999999999,2,3,5,235,10,À Risque,0
SB-20290,Sean Braxton,Central,Corporate,48,7,8057.891,-2082.7451,4,4,5,445,13,Champions,0
SC-20020,Sam Craven,Central,Consumer,782,5,3362.9636,-317.0508,1,2,4,124,7,À Risque,3
SC-20050,Sample Company A,East,Home Office,41,9,4624.572,1011.7443,4,5,5,455,14,Champions,2
SC-20095,Sanjit Chand,West,Consumer,350,9,14142.333999999999,5757.411899999999,1,5,5,155,11,À Risque,0
SC-20230,Scot Coram,Central,Corporate,150,4,4371.9580000000005,440.14099999999996,2,2,5,225,9,À Risque,4
SC-20260,Scott Cohen,West,Corporate,188,8,3729.7929999999997,671.0033999999999,2,4,4,244,10,À Risque,2
SC-20305,Sean Christensen,Central,Consumer,30,7,3979.065,229.1617,4,4,4,444,12,Champions,2
SC-20380,Shahid Collister,West,Consumer,31,9,5992.536,236.66149999999996,4,5,5,455,14,Champions,2
SC-20440,Shaun Chance,West,Corporate,37,7,1874.998,379.5611,4,4,3,443,11,Clients Fidèles,2
SC-20575,Sonia Cooley,Central,Consumer,93,5,902.7280000000001,100.2253,3,2,1,321,6,Potentiel Élevé,4
SC-20680,Steve Carroll,South,Home Office,127,6,1254.64,370.1578,2,3,2,232,7,À Risque,4
SC-20695,Steve Chapman,South,Corporate,90,10,2576.408,611.8291,3,5,3,353,11,Clients Fidèles,2
SC-20725,Steven Cartwright,East,Consumer,188,11,5226.21,1276.6513,2,5,5,255,12,À Risque,2
SC-20770,Stewart Carmichael,South,Corporate,42,7,4492.657,-671.1874,4,4,5,445,13,Champions,2
SC-20800,Stuart Calhoun,Central,Consumer,31,4,279.25600000000003,51.8252,4,2,1,421,7,Potentiel Élevé,4
SC-20845,Sung Chung,Central,Consumer,132,2,280.632,31.1757,2,1,1,211,4,Perdus,4
SD-20485,Shirley Daniels,East,Home Office,201,9,6121.114,1985.1671999999999,2,5,5,255,12,À Risque,0
SE-20110,Sanjit Engle,East,Consumer,10,11,12209.438000000002,2650.6769,5,5,5,555,15,Champions,0
SF-20065,Sandra Flanagan,East,Consumer,60,7,763.5459999999999,228.1623,3,4,1,341,8,Potentiel Élevé,4
SF-20200,Sarah Foster,West,Consumer,60,9,3422.7859999999996,286.9046,3,5,4,354,12,Clients Fidèles,2
SF-20965,Sylvia Foulston,Central,Corporate,49,9,3336.535,539.9352,4,5,4,454,13,Champions,2
SG-20080,Sandra Glassco,Central,Consumer,9,3,3406.5809999999997,570.438,5,1,4,514,10,Potentiel Élevé,4
SG-20470,Sheri Gordon,East,Consumer,184,8,1884.798,-119.0105,2,4,3,243,9,À Risque,2
SG-20605,Speros Goranitis,East,Consumer,109,6,3124.832,463.269,2,3,4,234,9,À Risque,4
SG-20890,Susan Gilcrest,Central,Corporate,227,3,47.946,-3.7073,1,1,1,111,3,Perdus,1
SH-19975,Sally Hughsby,West,Corporate,30,13,3406.8395,558.4739999999999,4,5,4,454,13,Champions,2
SH-20395,Shahid Hopkins,South,Consumer,24,10,2180.718,-144.5229,5,5,3,553,13,Clients Fidèles,2
SH-20635,Stefanie Holloman,South,Corporate,766,2,2096.392,260.6258,1,1,3,113,5,Perdus,3
SJ-20125,Sanjit Jacobs,East,Home Office,96,12,3949.656,144.1189,3,5,4,354,12,Clients Fidèles,2
SJ-20215,Sarah Jordon,Central,Consumer,30,6,1341.036,-23.5137,4,3,2,432,9,Potentiel Élevé,4
SJ-20500,Shirley Jackson,Central,Consumer,254,5,1318.776,68.09629999999999,1,2,2,122,5,À Risque,1
SK-19990,Sally Knutson,East,Consumer,9,3,883.409,168.7933,5,1,1,511,7,Perdus,4
SL-20155,Sara Luxemburg,South,Home Office,71,7,3053.012,527.9715,3,4,4,344,11,Clients Fidèles,2
SM-20005,Sally Matthias,East,Consumer,422,4,244.49399999999997,-26.5927,1,2,1,121,4,À Risque,1
SM-20320,Sean Miller,South,Home Office,80,5,25043.05,-1980.7393,3,2,5,325,10,Potentiel Élevé,0
SM-20905,Susan MacKendrick,East,Consumer,607,1,1043.041,-237.2885,1,1,2,112,4,Perdus,3
SM-20950,Suzanne McNair,South,Corporate,26,12,5563.392,581.5741999999999,5,5,5,555,15,Champions,2
SN-20560,Skye Norling,West,Home Office,112,6,1860.418,-716.8565000000001,2,3,3,233,8,À Risque,4
SN-20710,Steve Nguyen,Central,Home Office,80,7,3127.9592,481.74989999999997,3,4,4,344,11,Clients Fidèles,2
SO-20335,Sean O'Donnell,South,Consumer,30,6,2602.5755,-81.0858,4,3,3,433,10,Clients Fidèles,4
SP-20545,Sibella Parks,East,Corporate,328,6,1306.086,-118.77570000000001,1,3,2,132,6,À Risque,1
SP-20620,Stefania Perrino,East,Corporate,48,9,5440.319,-270.42819999999995,4,5,5,455,14,Champions,2
SP-20650,Stephanie Phelps,West,Corporate,387,9,1872.4360000000001,268.4782,1,5,3,153,9,À Risque,1
SP-20860,Sung Pak,East,Corporate,80,10,4282.94,566.7226,3,5,5,355,13,Clients Fidèles,2
SP-20920,Susan Pistek,West,Consumer,71,6,3990.689,14.692400000000003,3,3,4,334,10,Clients Fidèles,4
SR-20425,Sharelle Roach,West,Home Office,9,5,3233.481,-3333.9144,5,2,4,524,11,Potentiel Élevé,4
SR-20740,Steven Roelle,East,Home Office,197,8,4345.8859999999995,1990.4243999999999,2,4,5,245,11,À Risque,2
SS-20140,Saphhira Shifley,East,Corporate,16,8,1324.028,332.3487,5,4,2,542,11,Potentiel Élevé,2
SS-20410,Shahid Shariari,West,Consumer,111,6,3056.8070000000002,-1010.9738,2,3,4,234,9,À Risque,4
SS-20515,Shirley Schmidt,South,Home Office,492,3,613.4,199.93449999999999,1,1,1,111,3,Perdus,1
SS-20590,Sonia Sunley,West,Consumer,433,6,418.49,135.5401,1,3,1,131,5,À Risque,1
SS-20875,Sung Shariari,Central,Consumer,121,5,964.636,-75.586,2,2,2,222,6,À Risque,4
ST-20530,Shui Tom,East,Consumer,126,7,433.34000000000003,84.4419,2,4,1,241,7,À Risque,4
SU-20665,Stephanie Ulpright,South,Home Office,21,7,2595.364,763.4719,5,4,3,543,12,Clients Fidèles,2
SV-20365,Seth Vernon,East,Consumer,102,10,11470.949999999999,1199.4242,3,5,5,355,13,Clients Fidèles,0
SV-20785,Stewart Visinsky,West,Consumer,321,9,4105.305,485.0272,1,5,4,154,10,À Risque,2
SV-20815,Stuart Van,Central,Corporate,77,4,1271.0900000000001,199.6502,3,2,2,322,7,Potentiel Élevé,4
SV-20935,Susan Vittorini,East,Consumer,3,8,1903.491,106.8912,5,4,3,543,12,Clients Fidèles,2
SW-20245,Scot Wooten,West,Consumer,82,7,1085.078,-19.60620000000001,3,4,2,342,9,Potentiel Élevé,4
SW-20275,Scott Williamson,South,Consumer,31,6,1966.65,332.8725,4,3,3,433,10,Clients Fidèles,4
SW-20350,Sean Wendt,Central,Home Office,163,3,1019.044,95.8383,2,1,2,212,5,Perdus,4
SW-20455,Shaun Weien,South,Consumer,163,7,2921.544,793.6548,2,4,4,244,10,À Risque,2
SW-20755,Steven Ward,East,Corporate,535,2,758.6959999999999,68.2416,1,1,1,111,3,Perdus,3
SZ-20035,Sam Zeldin,West,Home Office,36,11,3625.329,366.43030000000005,4,5,4,454,13,Champions,2
TA-21385,Tom Ashbrook,East,Home Office,70,4,14595.62,4703.7883,3,2,5,325,10,Potentiel Élevé,0
TB-21055,Ted Butterfield,East,Consumer,120,5,1467.881,390.2113,2,2,2,222,6,À Risque,4
TB-21175,Thomas Boland,Central,Corporate,59,4,3589.296,829.1635,3,2,4,324,9,Potentiel Élevé,4
TB-21190,Thomas Brumley,South,Home Office,50,4,816.1740000000001,179.0038,4,2,1,421,7,Potentiel Élevé,4
TB-21250,Tim Brockman,East,Consumer,350,7,1602.376,260.6155,1,4,2,142,7,À Risque,1
TB-21280,Toby Braunhardt,East,Consumer,584,6,2198.45,490.9567,1,3,3,133,7,À Risque,1
TB-21355,Todd Boyes,East,Corporate,147,5,834.328,268.967,2,2,1,221,5,À Risque,4
